filepath	caption
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9044788L.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9046012R.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9049895L.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9050299L.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9050966L.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9050966R.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9052978R.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9054866R.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9055429L.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9057150R.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9057479L.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9057479R.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9058469R.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9059339L.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9061666R.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9061827R.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9062483L.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9062688R.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9063928L.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9064631L.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9065820R.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9068742L.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9068742R.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9071781L.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9072281L.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9072646R.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9076127L.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9076127R.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9076879L.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9081635L.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9081635R.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9082901L.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9083113L.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9084244R.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9085290R.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9085892L.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9087863L.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9088142L.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9088142R.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9090740R.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9092247L.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9092247R.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9094841L.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9095103R.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9096851R.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9101270L.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9101951L.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9101951R.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9102297L.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9102297R.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9103449L.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9104043L.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9106688R.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9108945R.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9113674L.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9113674R.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9113782L.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9113782R.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9115525L.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9116057L.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9116057R.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9120358L.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9120519L.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9120519R.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9121285R.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9124024L.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9131496L.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9131496R.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9133464L.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9133464R.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9134955R.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9135752L.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9137556L.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9137556R.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9138467L.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9138467R.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9138965L.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9143312L.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9143628R.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9147692R.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9150875L.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9150875R.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9150876R.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9152442R.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9153013L.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9153013R.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9153696L.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9153792L.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9153792R.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9156448L.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9156694L.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9159961R.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9160026R.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9160270L.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9160270R.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9161012L.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9161024L.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9162906L.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9164965L.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9164965R.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9165970R.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9166930R.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9167541R.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9168012L.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9168012R.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9168023L.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9168023R.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9168534L.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9169022R.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9171457L.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9171457R.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9171580L.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9172013L.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9173013R.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9173587L.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9176441R.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9178212L.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9178581L.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9178780L.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9178840L.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9178936R.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9180492R.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9184790L.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9184790R.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9187064L.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9189823L.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9193363R.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9195569R.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9197064L.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9197064R.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9197492L.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9200078R.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9200458L.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9200458R.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9201052L.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9201052R.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9202047R.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9202515L.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9203057R.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9203957L.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9204055L.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9204538R.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9208283L.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9209896L.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9210505R.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9211751L.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9211751R.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9212530R.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9213372L.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9213753L.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9213753R.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9216735R.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9217260R.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9217911R.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9217997L.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9218438L.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9218438R.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9218916R.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9219596L.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9219596R.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9220921R.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9223040L.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9223040R.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9223285R.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9223303R.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9223590L.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9223980L.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9223980R.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9224012R.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9224590R.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9224983L.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9225792L.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9225792R.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9225984L.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9226514L.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9226514R.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9226589L.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9227067L.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9229585L.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9230284R.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9233675R.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9234073L.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9234555L.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9234667R.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9236027R.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9240045R.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9240515R.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9241014L.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9241544L.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9244516R.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9245519R.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9245539L.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9245539R.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9246995L.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9247140L.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9250129L.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9251077R.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9251127L.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9251127R.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9251736R.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9253390L.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9253390R.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9253530L.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9254853L.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9255884L.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9258051L.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9258051R.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9258219L.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9262149L.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9264046L.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9264649L.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9265023L.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9266027R.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9267508L.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9267508R.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9268052R.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9268233L.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9268233R.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9268652R.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9268724R.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9269056R.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9269510L.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9270077L.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9270566R.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9272198L.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9272198R.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9272247L.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9273128L.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9273362L.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9273362R.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9273764L.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9274208R.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9275258L.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9275258R.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9275281R.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9276849R.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9278158L.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9278158R.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9280320L.png	doubtful osteoarthritis
/mnt/g/Datasets/Knee_OA/Original/train/images/doubtful_9281202R.png	doubtful osteoarthritis
